name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
belgrade,2023-12-15,7.1,3,6,7.1,-1.4,3.7,4.4,89.8,0,0,0,,0,0,33.8,22.7,343.4,1025.9,87.5,8.3,,,,,2023-12-15T07:08:38,2023-12-15T15:57:37,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-16,4,-1.3,1.5,3.6,-4.9,-0.8,-1.1,83,0,0,0,,0,0,27.7,17.7,326.4,1037.9,49.6,10.6,,,,,2023-12-16T07:09:22,2023-12-16T15:57:52,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-12-17,6.8,-1.6,1.6,6,-4.6,0.3,-1.2,82.6,0,0,0,,0,0,12.6,10.8,203.7,1041.3,8.4,9.7,,,,,2023-12-17T07:10:05,2023-12-17T15:58:09,0.16,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-18,9,-2.3,2.8,9,-3.8,2.5,-0.6,80.3,0,0,0,,0,0,10.1,7.1,135.2,1035.6,3.7,9.2,,,,,2023-12-18T07:10:44,2023-12-18T15:58:28,0.2,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-19,12.6,-1.1,4.5,12.6,-3.1,3.9,0.9,79,0,0,0,,0,0,13.3,10,96.6,1026.5,0,6.6,,,,,2023-12-19T07:11:22,2023-12-19T15:58:50,0.25,Clear,Clear conditions throughout the day.,clear-day,"13272099999,13269099999,LYBE,13272599999,13183099999,13279099999,13274099999,LYVR,LYBT"
belgrade,2023-12-20,7.6,-2,2.4,6.6,-2.6,1.1,1,90.7,0,0,0,,0,0,17.3,12.7,264.7,1014.1,27.3,5.1,,,,,2023-12-20T07:11:57,2023-12-20T15:59:15,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2023-12-21,11.1,1.4,5.6,11.1,-1.1,3.5,0.4,71.8,0,0,0,,0,0,51.8,16.5,188,1009.7,39.3,10.5,,,,,2023-12-21T07:12:30,2023-12-21T15:59:42,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-12-22,11,4,7.1,11,1.4,5,2.4,73.1,0.036,100,4.17,rain,0,0,43.8,22.2,252.1,999.9,79.4,12.3,,,,,2023-12-22T07:13:01,2023-12-22T16:00:12,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-12-23,6.6,2.7,4.3,4.7,-0.4,1.8,1.1,79.7,2.984,100,4.17,rain,0,0,37.1,21.8,247.8,1005.3,90.1,12.2,,,,,2023-12-23T07:13:29,2023-12-23T16:00:44,0.37,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-12-24,11.6,3.3,7.2,11.6,1.5,6.3,3.2,76.3,0,0,0,,0,0,18.4,13.4,176.7,1012.3,59.9,12.4,,,,,2023-12-24T07:13:55,2023-12-24T16:01:19,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,13269099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2023-12-25,18.3,5.3,10.6,18.3,3.5,10.1,3.1,61.9,0,0,0,,0,0,10.4,11.6,192.5,1014.2,16.3,11.2,,,,,2023-12-25T07:14:19,2023-12-25T16:01:56,0.44,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-12-26,15,3.3,8.7,15,1.2,8.2,4.8,77.6,0,0,0,,0,0,10.8,10.1,266.3,1017.8,7,10.1,,,,,2023-12-26T07:14:40,2023-12-26T16:02:35,0.48,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2023-12-27,12.7,4.4,7.8,12.7,2.7,7.1,3.6,76.6,0,0,0,,0,0,15.5,10.5,133.6,1025.9,34.2,10.1,,,,,2023-12-27T07:14:58,2023-12-27T16:03:17,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13279099999,13274099999,LYVR,LYBT"
belgrade,2023-12-28,12.1,0.4,6.3,12.1,-0.4,5.6,2.8,79.4,0,0,0,,0,0,21.6,14.2,157.1,1024.5,4.8,10,,,,,2023-12-28T07:15:14,2023-12-28T16:04:00,0.55,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2023-12-29,15.3,1.1,8,15.3,-0.8,7.5,3.8,76.8,0,0,0,,0,0,18,11.3,191.7,1022.2,37,9.2,,,,,2023-12-29T07:15:27,2023-12-29T16:04:46,0.58,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2023-12-30,14.1,5.2,9.8,14.1,3.8,9.5,5.3,74.5,0,0,0,,0,0,13,11.2,232.5,1020.4,46.5,10.7,,,,,2023-12-30T07:15:38,2023-12-30T16:05:34,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2023-12-31,16,1.1,8,16,-0.3,7.3,3.6,76.4,0,0,0,,0,0,20.5,15,135.3,1017.8,18.9,11.2,,,,,2023-12-31T07:15:46,2023-12-31T16:06:25,0.64,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-01-01,14,4.2,7.7,14,2.7,6.3,3.9,77.5,0.304,100,4.17,rain,0,0,44.6,30.1,193.7,1013.9,60.6,12.5,,,,,2024-01-01T07:15:52,2024-01-01T16:07:17,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-01-02,13.1,1.7,6.5,13.1,-0.4,5.3,1.9,75.2,0,0,0,,0,0,27.7,15,157,1014.7,38.6,11.8,,,,,2024-01-02T07:15:55,2024-01-02T16:08:11,0.71,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2024-01-03,11,6.6,9.4,11,4.3,8.3,5.6,78.1,3.084,100,8.33,rain,0,0,46.8,16.6,163.7,1008.5,63.7,13.4,,,,,2024-01-03T07:15:55,2024-01-03T16:09:07,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2024-01-04,13,6.9,9.8,13,4.9,9,6,77.5,1.986,100,4.17,rain,0,0,64.8,14.9,196.9,1006.7,51.1,11.9,,,,,2024-01-04T07:15:53,2024-01-04T16:10:05,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2024-01-05,14.8,3.2,8.8,14.8,1.4,8.2,3.8,72.4,0,0,0,,0,0,39.6,20.1,134.9,1012.1,52.9,13.1,,,,,2024-01-05T07:15:48,2024-01-05T16:11:05,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYBT"
belgrade,2024-01-06,13.1,9.8,11.9,13.1,7.2,11.8,4.4,60.4,0.003,100,4.17,rain,0,0,50.4,23.5,131.7,1004.5,93.8,14.3,,,,,2024-01-06T07:15:41,2024-01-06T16:12:07,0.84,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-01-07,10.6,3,8.4,10.6,-2.1,6.4,4.1,75.3,1.971,100,8.33,rain,0,0,32,25.5,37,999.3,83.9,13.1,,,,,2024-01-07T07:15:31,2024-01-07T16:13:10,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2024-01-08,2.3,-3,-0.7,-0.3,-7.2,-4.6,-1.3,96,3.591,100,12.5,"rain,snow",1.2,1,36.4,21.4,294.6,1014.1,95.1,5.1,,,,,2024-01-08T07:15:19,2024-01-08T16:14:15,0.9,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2024-01-09,-2,-6,-3.5,-2.3,-9.5,-5.4,-4.4,93.3,5.57,100,12.5,snow,0.9,6.9,28.1,11,350.7,1028.6,73.3,6.2,,,,,2024-01-09T07:15:03,2024-01-09T16:15:21,0.93,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2024-01-10,0.5,-8,-4.9,-1.9,-12.1,-7.7,-7,85.4,0,0,0,,0,6.7,28.4,11.3,47.8,1033.2,59.7,8.4,,,,,2024-01-10T07:14:46,2024-01-10T16:16:29,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-01-11,-5.2,-10.2,-7.1,-5.5,-13.4,-8.7,-8.1,93,0,0,0,,0,5.7,9.4,7.1,246.3,1028.2,96.3,0.7,,,,,2024-01-11T07:14:26,2024-01-11T16:17:38,0,Overcast,Cloudy skies throughout the day.,fog,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-01-12,-1.2,-6.3,-3.3,-3.8,-10.2,-7.1,-4.3,93.2,0,0,0,,0,5.2,23,14.2,261.9,1025.2,51.3,6.9,,,,,2024-01-12T07:14:03,2024-01-12T16:18:49,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-01-13,1,-4.2,-1.8,1,-8.8,-5,-3.8,86.5,49.253,100,4.17,snow,0,4.4,35.3,15.5,221.1,1023,56.4,8.1,,,,,2024-01-13T07:13:38,2024-01-13T16:20:01,0.07,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-01-14,6,-7.7,-1,6,-11.4,-2.5,-5.2,74.6,0,0,0,,0,3.5,54,10.7,154.3,1012.9,21.7,10,,,,,2024-01-14T07:13:10,2024-01-14T16:21:14,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2024-01-15,9.7,0,3.4,9.7,-4.6,0.5,0,79.3,2.984,100,4.17,"rain,snow",0.2,1.9,54,27.4,79.6,1003.8,66,11.1,,,,,2024-01-15T07:12:40,2024-01-15T16:22:29,0.14,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"13272099999,LYBE,13272599999,13183099999,13279099999,13274099999,LYVR,LYBT"
belgrade,2024-01-16,6.5,0,1.9,6.5,-4.3,-0.3,-1.8,78.9,2.999,100,4.17,"rain,snow",0.7,1.5,24.8,14.6,181.1,1013.1,46.1,10.6,,,,,2024-01-16T07:12:07,2024-01-16T16:23:44,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-01-17,10.6,-1.9,5.3,10.6,-5.1,2.8,0.9,74.2,0,0,0,,0,0.3,76,26.7,125.2,1008.4,66.3,13.3,,,,,2024-01-17T07:11:32,2024-01-17T16:25:01,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-01-18,18.5,9.1,13.6,18.5,6,13.2,7.5,67.6,2.984,100,4.17,rain,0,0,76,22.6,161.3,998.6,66.4,14.4,,,,,2024-01-18T07:10:55,2024-01-18T16:26:19,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-01-19,13.5,-0.4,4.8,13.5,-5.5,1.8,2.9,88.7,1.019,100,8.33,"rain,snow",1.2,0.2,43.2,30.3,299.7,1010.3,85.6,7.9,,,,,2024-01-19T07:10:15,2024-01-19T16:27:37,0.28,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"13272099999,LYBE,13272599999,13183099999,13266099999,13274099999,LYVR,LYBT"
belgrade,2024-01-20,2.3,-3.4,-1,0.1,-7.6,-4,-2.6,89.1,8.629,100,8.33,"rain,snow",0,5.8,28.1,15.7,284.9,1028.7,51.7,9.2,,,,,2024-01-20T07:09:33,2024-01-20T16:28:56,0.31,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2024-01-21,1.8,-6.3,-2.5,1.5,-9.3,-4.6,-4.6,86.3,0,0,0,,0,5.5,18.7,12.3,222.2,1035.9,1.1,8.5,,,,,2024-01-21T07:08:49,2024-01-21T16:30:17,0.35,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-01-22,5.1,-6.6,-0.5,2.5,-10.5,-3.7,-4.6,75.7,0,0,0,,0,4.4,63,21.6,129.6,1032.3,6.6,10.6,,,,,2024-01-22T07:08:02,2024-01-22T16:31:37,0.38,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-01-23,3.6,-4.5,0.3,1.7,-7.4,-2,-1.6,87.6,11.851,100,8.33,"rain,snow",0,2.8,50.4,17.5,209.7,1028,61.1,7.4,,,,,2024-01-23T07:07:14,2024-01-23T16:32:59,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2024-01-24,7.6,-1.6,3.4,7.6,-4.7,1.6,0.2,80.8,0,0,0,,0,1,17.3,11.9,173.8,1027.8,33.5,9.7,,,,,2024-01-24T07:06:23,2024-01-24T16:34:21,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13279099999,13274099999,LYVR,LYBT"
belgrade,2024-01-25,11.3,3,6.9,11.3,-0.5,5.1,2.2,72.8,0.801,100,8.33,rain,0,0,53.6,24.8,273.9,1023.4,66.5,12,,,,,2024-01-25T07:05:30,2024-01-25T16:35:44,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-01-26,9,3,5.6,7.3,-1.9,3.2,0.3,69,0,0,0,,0,0,44.6,27.3,278.9,1025.4,27.4,13.4,,,,,2024-01-26T07:04:34,2024-01-26T16:37:07,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-01-27,8.3,3.7,5.7,5.6,-0.4,2.4,0.5,70.3,0.895,100,4.17,rain,0,0,63,44.4,308,1028,71.3,14.3,,,,,2024-01-27T07:03:37,2024-01-27T16:38:31,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-01-28,6.3,0.3,2.9,5,-3.8,0.2,-0.1,80.4,0,0,0,,0,0,26.3,18.9,285.8,1036,57.4,11.8,,,,,2024-01-28T07:02:38,2024-01-28T16:39:55,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2024-01-29,6.3,-2.6,1.8,6.3,-4.4,1.1,-1.2,81.8,0,0,0,,0,0,13.7,10.5,335,1039.2,27,10.5,,,,,2024-01-29T07:01:36,2024-01-29T16:41:19,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"13272099999,13269099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-01-30,7,-3.4,1.9,5.3,-6.6,-0.2,-3.1,72.8,0,0,0,,0,0,43.2,16.4,114.7,1039.7,0,9.4,,,,,2024-01-30T07:00:33,2024-01-30T16:42:44,0.65,Clear,Clear conditions throughout the day.,clear-day,"13272099999,13269099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-01-31,7,-4.3,1.2,7,-5.3,0.4,-3.1,74.3,0,0,0,,0,0,11.2,12.2,22,1035,3.8,9.6,,,,,2024-01-31T06:59:28,2024-01-31T16:44:09,0.69,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-02-01,8.8,-3.6,3.1,8.8,-6.3,2.4,-1.8,73.4,0,0,0,,0,0,14,11.5,238,1028.3,39.8,7.9,,,,,2024-02-01T06:58:21,2024-02-01T16:45:35,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-02-02,8,2,4.6,8,-2.3,1.9,0.7,77.1,0.792,100,4.17,rain,0,0,34.2,24.8,284.7,1028.5,57.2,10.8,,,,,2024-02-02T06:57:12,2024-02-02T16:47:00,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2024-02-03,14,1.5,7.5,14,-1.1,6.3,0.8,63.6,0,0,0,,0,0,36,24,253.8,1024.2,71.6,14.5,,,,,2024-02-03T06:56:01,2024-02-03T16:48:26,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-02-04,16,5.5,10.1,16,3,9.5,3.7,65.6,0,0,0,,0,0,33.5,24.5,258.6,1021.9,74.6,13.7,,,,,2024-02-04T06:54:49,2024-02-04T16:49:52,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,13269099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT,13168099999"
belgrade,2024-02-05,16.9,5.5,10.5,16.9,4.5,9.9,3.3,63.1,0,0,0,,0,0,25.6,20.3,247.1,1018.7,41.2,13.3,,,,,2024-02-05T06:53:34,2024-02-05T16:51:17,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-02-06,17.3,5.3,11.1,17.3,3.2,10.5,2.2,55.6,0,0,0,,0,0,20.5,17.6,234.5,1018,11.7,13.3,,,,,2024-02-06T06:52:18,2024-02-06T16:52:43,0.88,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-02-07,16.2,2.4,10.7,16.2,2.4,10.5,3.5,62.9,0,0,0,,0,0,21.6,13.1,209.3,1013,44.9,13.9,,,,,2024-02-07T06:51:01,2024-02-07T16:54:09,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13279099999,13274099999,LYVR,LYBT"
belgrade,2024-02-08,18,9.4,12.5,18,7.8,12.2,3.8,56.3,0,0,0,,0,0,24.8,12.5,197.9,1008.3,57.5,13.3,,,,,2024-02-08T06:49:42,2024-02-08T16:55:35,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-02-09,18.1,5.3,12.8,18.1,2.4,12.3,3,52.9,0,0,0,,0,0,46.8,19.6,169.6,1005.6,43,15.3,,,,,2024-02-09T06:48:21,2024-02-09T16:57:01,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-02-10,19.7,12,15.5,19.7,12,15.5,3.7,45.8,0.001,100,4.17,rain,0,0,44.6,24.1,156.9,1001.9,82.4,14.1,,,,,2024-02-10T06:46:59,2024-02-10T16:58:26,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-02-11,18.7,10.5,15.7,18.7,10.5,15.7,3.5,44.7,0.003,100,4.17,rain,0,0,90.7,39.7,146.7,996.9,81.6,16.1,,,,,2024-02-11T06:45:35,2024-02-11T16:59:52,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-02-12,11.8,7,9.9,11.8,4.3,8.9,6.5,80.6,0.508,100,8.33,rain,0,0,31,19.9,250.9,1003,72,12.4,,,,,2024-02-12T06:44:10,2024-02-12T17:01:17,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-02-13,11.3,6,8.4,11.3,2,6.1,5,79.9,0.1,100,8.33,rain,0,0,42.8,28.1,299.5,1013.3,74.4,12.8,,,,,2024-02-13T06:42:44,2024-02-13T17:02:43,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-02-14,10,1.8,6.4,10,0.4,4.8,0.6,67.4,0.197,100,4.17,rain,0,0,32,18.9,321,1023.3,46.3,13.9,,,,,2024-02-14T06:41:16,2024-02-14T17:04:08,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-02-15,13,0.1,6,13,-2.5,5.3,0.4,69.2,0,0,0,,0,0,20.9,11.7,223.1,1024.9,7.4,13.2,,,,,2024-02-15T06:39:46,2024-02-15T17:05:33,0.19,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13274099999,LYVR,LYBT"
belgrade,2024-02-16,14.1,0.5,7.7,14.1,0.5,7.1,-0.2,61.3,0.003,100,4.17,rain,0,0,22.3,12.5,93.5,1023.7,0,13.8,,,,,2024-02-16T06:38:16,2024-02-16T17:06:57,0.25,Rain,Clear conditions throughout the day with morning rain.,rain,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-02-17,15.3,3.3,9.2,15.3,1.1,8.2,0.4,55.8,0,0,0,,0,0,54,14.7,97.6,1026.1,15,13.7,,,,,2024-02-17T06:36:44,2024-02-17T17:08:22,0.26,Clear,Clear conditions throughout the day.,clear-day,"13272099999,LYBE,13272599999,13183099999,13180099999,13266099999,13274099999,LYVR,LYBT"
belgrade,2024-02-18,12.4,4.1,8.5,12.4,2.9,7.6,4.3,76,0,0,0,,0,0,27.7,19.6,288.6,1030.9,55.6,11.5,,,,,2024-02-18T06:35:11,2024-02-18T17:09:46,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13274099999,LYVR,LYBT"
belgrade,2024-02-19,13.3,0,7.3,13.3,-2.1,6.7,2,72.4,0,0,0,,0,0,16.2,9.6,97.4,1025.4,30.3,10,,,,,2024-02-19T06:33:37,2024-02-19T17:11:10,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13272099999,LYBE,13272599999,13183099999,13279099999,13274099999,LYVR,LYBT"
